"id,days in academy,speciality_academy,speciality,revealed day,speciality after promotion"
"Stanislaw Kulawik,482176466,,,,"
"Adrian Kubera,482138559,,,,"
"Marcin Miasek,482139142,,,,"
"Zdzislaw Niewdana,482171613,,,,"
"Daniel Niedzwiedzki,482131170,,,,"
"Edmund Zyla,482174444,P,P,,P"
"Romuald Cylkowski,482178272,,,,"
"Mariusz Byczkowski,482175978,U77,U,77,U"
"Justyn Cyculenko,482180845,H,H,,H"
"Joachim Liwko,482191293,,,,"
"Andrzej Karlo,482155488,,,,"
"Kuba Olejniczak,482185323,,,,"
"Andrzej Stan,482156066,Q115,Q,115,Q"
"Herman Deja,482193303,T281,T,281,T"
"Lech Slabon,482147251,,,,"
"Wlodzimierz Oczkowicz,482177592,H,H,,H"
"August Srodek,482141512,H124,H,124,H"
"Kamil Supel,482175604,P99,P,99,P"
"Gerard Maciazek,482152623,P81,P,81,P"
"Slawomir Piekutowski,482141560,Q87,Q,87,Q"
"Marek Swietoniowski,482167424,,,,"
"Gustaw Wolowski,482180807,,,,"
"Walter Klincewicz,482170140,,,,"
"Bonifacy Kubanski,482180772,,,,"
"Cyryl Naglik,482145005,,,,"
"Kamil Psota,482176931,H,H,,H"
"Waldemar Tasiemski,482171889,H,H,,H"
"Leopold Horoszkiewicz,482133763,P98,P,98,P"
"Jerzy Potrykus,482144952,P,P,,P"
"Walenty Bartochowski,482173173,Q,Q,,Q"
"Krzysztof Uscilowski,482181261,Q171,Q,171,Q"
"Jan Adamski,482188097,,,,"
"Kazimierz Derewicz,482173985,,,,"
"Andrzej Karpacz,482176218,,,,"
"Stanislaw Mikucki,482183992,,,,"
"Jan Wardas,482142054,H106,H,106,H"
"Patryk Frasek,482158901,U98,U,98,U"
"Rafal Stajuda,482190019,U100,U,100,U"
"Boleslaw Krepa,482191789,P169,P,169,P"
"Sylwester Wasniewski,482183090,,,,"
"Dariusz Franaszek,482181730,,,,"
"Chocieslaw Zasadzinski,482177988,,,,"
"Igor Lazik,482185189,,,,"
"Emilian Cuprys,482174094,,,,"
"Aleksander Wasiluk,482183580,,,,"
"Leslaw Oron,482191364,P,P,,P"
"Witoslaw Pyrgiel,482136752,H93,H,93,H"
"Hennadii Petrashkevskyi,482170136,,,,"
"Boleslaw Woszek,482181037,P,P,,P"
"Marcin Slota,482178890,U106,U,106,U"
"Piotr Cieciorowski,482159804,,,,"
"Slawomir Szymankiewicz,482131212,,,,"
"Walery Leszek,482187562,U,U,,U"
"Marek Malarczyk,482140841,,,,"
"Robert Wisniewski,482176487,H,H,,H"
"Kazimierz Szymanski,482180164,R,R,,R"
"Arkadiusz Zelazny,482186234,,,,"
"Karol Chwalczyk,482183058,H69,H,69,H"
"Kamil Imiolek,482142681,,,,"
"Konstanty Koczy,482153524,,,,"
"Ariel Jerzynski,482154745,T140,T,140,T"
"Romuald Bonislawski,482187457,P,P,,P"
"Maciej Klepacki,482151207,Q85,Q,85,Q"
"Msciwoj Kuchta,482175522,P,P,,P"
"Anastazy Lopata,482178067,,,,"
"Slawosz Niklas,482191631,,,,"
"Hubert Woznikowski,482172606,,,,"
"Witek Gojtowski,482177769,,,,"
"Arkadiusz Jedrychowski,482177943,,,,"
"Jacek Kitowski,482172302,H,H,,H"
"Jozef Nowara,482182941,,,,"
"Franciszek Megger,482184199,,,,"
"Maciej Zalas,482145111,H131,H,131,H"
"Jedrzej Jesko,482138036,,,,"
"Egon Traczewski,482168574,P219,P,219,P"
"Krzysztof Korpas,482175499,,,,"
"Igor Sopicki,482174198,T113,T,113,T"
"Jan Blaszczyk,482173515,P88,P,88,P"
"Lukasz Hudziak,482142060,,,,"
"Stanislaw Pigalak,482166615,Q176,Q,176,Q"
"Daniel Szufla,482178228,,,,"
"Andrzej Hamernik,482175126,Q,Q,,Q"
"Cyryl Krzywda,482174657,T,T,,T"
"Waldemar Anielak,482177861,U,U,,U"
"Dmytro Selskyi,482170151,T141,T,141,T"
"Dorian Walczyszyn,482158697,T,T,,T"
"Oleksandr Harazha,482175052,U,U,,U"
"Jan Strokosz,482171689,Q140,Q,140,Q"
"Aleksander Umanski,482150772,,,,"
"Walery Zultak,482180044,,,,"
"Daniel Losin,482175423,P56,P,56,P"
"Beniamin Ratajewski,482186956,Q60,Q,60,Q"
"Rafal Knaga,482162924,P72,P,72,P"
"Henryk Jodlowski,482175882,,,,"
"Wlodzimierz Bachan,482132154,,,,"
"Andrzej Balaga,482193028,U63,U,63,U"
"Jakub Kacki,482177971,Q57,Q,57,Q"
"Radoslaw Czopulak,482179510,P57,P,57,P"
"Sylweriusz Kluzik-Rostkowski,482177544,T85,T,85,T"
"Jan Kordel,482156120,,,,"
"Tomasz Niebieszczanski,482175906,Q50,Q,50,Q"
"Dezyderiusz Patura,482175144,,,,"
"Edmund Opilowski,482174122,T-1,T,-1,T"
"Michal Zubkowicz,482166142,,,,"
"Ferdynand Polatowski,482174567,Q57,Q,57,Q"
"Emilian Szymenderski,482136470,,,,"
"Wladyslaw Ciezkowski,482167810,,,,"
"Marek Droszcz,482134145,P134,P,134,P"
"Ferdynand Kubal,482170052,,,,"
"Jan Domagalski,482179539,,,,"
"Mikolaj Wysocki,482171985,Q50,Q,50,Q"
"Apoloniusz Szczombrowski,482171740,T50,T,50,T"
"Jacek Dmitrzak,482192928,,,,"
"Kleofas Pusek,482177766,H49,H,49,H"
"Radoslaw Gzegzolka,482172849,,,,"
"Sedzimir Koczewski,482183501,P-1,P,-1,P"
"Mateusz Smierciak,482142413,,,,"
"Mieczyslaw Misiukiewicz,482168996,T64,T,64,T"
"Arkadiusz Nitkowski,482174520,,,,"
"Marcin Lipigorski,482185215,S123,S,123,S"
"Piotr Zajac,482187741,P98,P,98,P"
"Aureliusz Stokowski,482174872,P71,P,71,P"
"Marcin Szarota,482174775,,,,"
"Krzysztof Irek,482146616,,,,"
"Joachim Rieger,482178520,,,,"
"Patryk Masztalerz,482174357,,,,"
"Konrad Kossakowski,482157112,,,,"
"Hubert Szwejkowski,482169293,,,,"
"Jaromir Konon,482131559,U57,U,57,U"
"Dariusz Dalach,482175989,,,,"
"Kamil Bochinski,482162258,U85,U,85,U"
"Jozef Glaz,482177865,P60,P,60,P"
"Michal Wit,482164803,P200,P,200,P"
"Jozef Stepczak,482172166,Q64,Q,64,Q"
"Tomasz Szymiczek,482190823,,,,"
"Kajetan Treter,482178835,,,,"
"Piotr Grzejda,482135928,T-1,T,-1,T"
"Dominik Makuch,482175565,,,,"
"Leopold Lipowiecki,482167576,,,,"
"Tomasz Brunka,482172062,U128,U,128,U"
"Andrzej Sniadach,482163462,Q74,Q,74,Q"
"Slawomir Antoszewski,482176084,U57,U,57,U"
"Arkadiusz Zamojda,482177878,Q60,Q,60,Q"
"Robert Wierzchucki,482138436,,,,"
"Ryszard Matwiejczuk,482135933,,,,"
"Radoslaw Garus,482172704,Q50,Q,50,Q"
"Marcel Bukowski,482147440,,,,"
"Wlodzimierz Stawiarski,482146017,T63,T,63,T"
"Walter Zarosa,482166302,T57,T,57,T"
"Aleksander Jamry,482177972,Q127,Q,127,Q"
"Marcin Matusiak,482176512,H-1,H,-1,H"
"Szczeslaw Piersiak,482173068,,,,"
"Wladyslaw Skret,482176276,H62,H,62,H"
"Miroslaw Kudlinski,482177593,,,,"
"Piotrek Hac,482151069,,,,"
"Artur Nockowski,482169813,H43,H,43,H"
"Jan Hartman,482192414,Q35,Q,35,Q"
"Piotr Bialobrzeski,482158129,U-1,U,-1,U"
"Szczepan Kubiaczyk,482175189,,,,"
"Erwin Olejarz,482164494,,,,"
"Stanislaw Zdrodowski,482173892,T35,T,35,T"
"Jan Szymczyk,482136344,H36,H,36,H"
"Sebastian Strojnowski,482174630,P43,P,43,P"
"Pekoslaw Wasinski,482174090,,,,"
"Mieczyslaw Blawat,482146252,P36,P,36,P"
"Daniel Osajda,482172666,,,,"
"Jaroslaw Wypych,482171790,T43,T,43,T"
"Dawid Karczmarz,482165554,,,,"
"Roman Kubit,482174200,T42,T,42,T"
"Rajnard Fronk,482172743,U109,U,109,U"
"Artek Burzykowski,482179105,T36,T,36,T"
"Marek Szenk,482181301,T40,T,40,T"
"Andrzej Syroka,482172707,H112,H,112,H"
"Tobiasz Zep,482132026,P42,P,42,P"
"Daniel Baradziej,482132779,P120,P,120,P"
"Maciej Golas,482131926,T-1,T,-1,T"
"Lech Broniek,482160825,,,,"
"Mariusz Figiel,482176169,,,,"
"Ludwik Najduk,482164501,Q43,Q,43,Q"
"Karol Zimnicki,482172164,,,,"
"Pawel Domurat,482173684,,,,"
"Patryk Graczyk,482190885,,,,"
"Pecislaw Ciesielczuk,482191898,,,,"
"Walter Skolmowski,482172955,H50,H,50,H"
"Kasjusz Mierzwa,482131097,P155,P,155,P"
"Bronislaw Kohnke,482165303,T36,T,36,T"
"Kuba Zadworna,482183266,,,,"
"Edgar Morgala,482175698,R43,R,43,R"
"Iwo Mlodecki,482175458,U67,U,67,U"
"Hennadii Baida,482185982,,,,"
"Radociech Staros,482176537,,,,"
"Jakub Wojdan,482167289,,,,"
"Jedrzej Syrocki,482147356,,,,"
"Michal Toton,482190595,,,,"
"Tobiasz Kuranowski,482140199,Q40,Q,40,Q"
"Szymon Abako,482182151,,,,"
"Konstanty Swiatlowski,482183152,,,,"
"Roman Rogowski,482175533,,,,"
"Jerzy Chlopek,482143610,,,,"
"Gniewosz Bohdanowicz,482169628,,,,"
"Jan Jarmulowicz,482139137,,,,"
"Roman Tymrowski,482176505,H43,H,43,H"
"Fabian Dykas,482167409,H43,H,43,H"
"Cezary Radziszewski,482177227,U36,U,36,U"
"Robert Grondys,482174394,U49,U,49,U"
"Wladyslaw Zarembski,482155176,,,,"
"Adam Walica,482175159,,,,"
"Korneliusz Wleklik,482192766,U36,U,36,U"
"Leszek Cichala,482176197,T108,T,108,T"
"Kasjan Tworek,482178464,,,,"
"Joachim Mrozicki,482138711,,,,"
"Rafal Haracz,482145384,T-1,T,-1,T"
"Lech Wloch,482177568,,,,"
"Dominik Drzewoszewski,482174695,,,,"
"Stanislaw Kotowski,482177488,,,,"
"Jaroslaw Ferenz,482167518,,,,"
"Zenon Zelezik,482165589,T36,T,36,T"
"Kamil Tycner,482169809,,,,"
"Boleslaw Chachaj,482173888,,,,"
"Sergiusz Zrebiec,482180792,P63,P,63,P"
"Marek Borysiak,482176901,,,,"
"Przemyslaw Wrozyna,482131765,,,,"
"Hieronim Hojnacki,482171226,U36,U,36,U"
"Kuba Nastala,482183277,,,,"
"Stefan Wozniak,482192753,Q-1,Q,-1,Q"
"Cezary Niestroj,482178279,U-1,U,-1,U"
"Ignacy Mostek,482162740,,,,"
"Emiliusz Hebdzinski,482137501,,,,"
"Ireneusz Brandys,482173248,U60,U,60,U"
"Jacek Michniewicz,482169056,U28,U,28,U"
"Dawid Konkolewski,482159886,,,,"
"Korneliusz Ciecinski,482131762,U29,U,29,U"
"Walenty Wielkopolan,482160885,,,,"
"Florian Badura,482172854,T33,T,33,T"
"Edward Kapelewski,482159474,U99,U,99,U"
"Klaudiusz Klimas,482132773,P-1,P,-1,P"
"Przemyslaw Szczepaniec,482133548,,,,"
"Maciej Filipowski,482145155,,,,"
"Fryderyk Nielacny,482178888,,,,"
"Cyprian Bielewicz,482169279,H67,H,67,H"
"Julian Dominow,482173014,H29,H,29,H"
"Sebastian Turski,482159352,,,,"
"Miroslaw Teske,482173388,,,,"
"Ariel Klein,482175770,,,,"
"Ariel Siudak,482177818,,,,"
"Wojciech Grubich,482170341,T43,T,43,T"
"Leszek Kielinski,482169959,,,,"
"Kazimierz Olasek,482184700,Q28,Q,28,Q"
"Gabriel Bubacz,482174135,,,,"
"Roman Dykowski,482155338,T56,T,56,T"
"Kacper Peziol,482145555,T39,T,39,T"
"Mikolaj Zawalich,482192689,H29,H,29,H"
"Gabriel Stelmaszak,482170181,Q57,Q,57,Q"
"Adrian Drabarz,482162719,T26,T,26,T"
"Jan Badach,482173867,,,,"
"Boguslaw Graczkowski,482176791,,,,"
"Wojciech Kwasniok,482173699,,,,"
"Marian Garstka,482166892,P29,P,29,P"
"Adam Sabak,482174476,P15,P,15,P"
"Jerzy Grzelak,482187948,U22,U,22,U"
"Tomasz Gamla,482192696,Q116,Q,116,Q"
"Bartosz Midziak,482192686,Q15,Q,15,Q"
"Bogdan Lukasz,482165039,T-1,T,-1,T"
"Miroslaw Herudzinski,482143060,H36,H,36,H"
"Lucjan Kalita,482138804,,,,"
"Radoslaw Milkiewicz,482170919,Q29,Q,29,Q"
"Blazej Chechlacz,482170614,Q8,Q,8,Q"
"Patryk Walorczyk,482188334,,,,"
"Ludwik Lodowski,482188510,,,,"
"Adrian Kolek,482133915,P21,P,21,P"
"Mieczyslaw Wolkowski,482146983,H22,H,22,H"
"Olgierd Struginski,482158124,T15,T,15,T"
"Pawel Agacinski,482185914,Q28,Q,28,Q"
"Adrian Bralski,482137608,,,,"
"Jan Tabaczynski,482144180,Q24,Q,24,Q"
"Marek Jeruzal,482191252,,,,"
"Karol Wolfowicz,482178405,,,,"
"Szymon Bastian,482176743,,,,"
"Kazimierz Lidzbarski,482190747,,,,"
"Jacek Duc,482176074,U8,U,8,U"
"Stanislaw Sokolowski,482170717,,,,"
"Damian Grajper,482182047,T65,T,65,T"
"Leon Gromnicki,482134352,,,,"
"Zenon Japol,482132034,Q38,Q,38,Q"
"Aleksander Edwardczyk,482143842,,,,"
"Tadeusz Strojek,482173976,,,,"
"Karol Olejniczak,482162552,,,,"
"Kasper Lobodzinski,482179846,T22,T,22,T"
"Witold Pniak,482171754,P8,P,8,P"
"Daniel Najdek,482138656,P102,P,102,P"
"Edward Switon,482175527,U36,U,36,U"
"Ferdynand Tokarek,482172665,P43,P,43,P"
"Alan Ufnal,482176383,,,,"
"Piotr Mainka,482178342,T122,T,122,T"
"Apolinary Rduch,482176642,,,,"
"Mieczyslaw Wilaszek,482173885,,,,"
"Jacek Orzol,482169204,T71,T,71,T"
"Telesfor Sledz,482139570,H8,H,8,H"
"Jozef Szyszkowski,482138657,,,,"
"Gustaw Olszanski,482136614,H64,H,64,H"
"Ambrozy Dymsza,482161187,,,,"
"Albert Papiez,482175424,,,,"
"Boleslaw Kalicz,482174623,H53,H,53,H"
"Maciej Zuranski,482185464,T8,T,8,T"
"Krzysztof Pysiec,482176662,T22,T,22,T"
"Leopold Terlecki,482139172,Q16,Q,16,Q"
"Sobieslaw Filipowicz,482194031,,,,"
"Bonifacy Doruch,482191129,Q14,Q,14,Q"
"Ferdynand Sekulski,482132283,,,,"
"Sergiusz Siekaniec,482173713,P22,P,22,P"
"Igor Jancz,482174165,U-1,U,-1,U"
"Lucjan Osyda,482135954,T23,T,23,T"
"Cyryl Goral,482137481,,,,"
"Mieczyslaw Wielgat,482171699,U22,U,22,U"
"Tomasz Najuch,482169205,,,,"
"Rysiek Dobrowolski,482178066,,,,"
"Witold Jancz,482172642,,,,"
"Jozef Szreiber,482183142,,,,"
"Ireneusz Holowko,482179303,H13,H,13,H"
"Bozydar Szlichcinski,482137296,T22,T,22,T"
"Gustaw Florecki,482172724,,,,"
"Marcin Binieda,482178383,,,,"
"Gustaw Sitarski,482181104,,,,"
"Fabian Rokaszewski,482133838,U8,U,8,U"
"Andrzej Porwolik,482177282,U5,U,5,U"
"Aleksander Falkus,482135583,T38,T,38,T"
"Jerzy Koperczak,482169527,T22,T,22,T"
"Rafal Biebrzyczek,482173706,,,,"
"Philipp Buffin,482172260,,,,"
"Jakub Kacperski,482190596,,,,"
"Adam Zgrajek,482175855,,,,"
"Szczepan Jaglarz,482171334,,,,"
"Adrian Jamrozik,482172332,P46,P,46,P"
"Adrian Banys,482168986,P-1,P,-1,P"
"Maciej Kortas,482173387,,,,"
"Emil Pracz,482172879,,,,"
"Leon Pawlowski,482172283,,,,"
"Alfred Podlawski,482140769,U-1,U,-1,U"
"Pelagiusz Wachocki,482169025,H59,H,59,H"
"Grzegorz Hajdo,482174430,,,,"
"Grzesiek Stasko,482173174,H-1,H,-1,H"
"Anastazy Szmal,482164543,T22,T,22,T"
"Alfred Bielec,482176012,U22,U,22,U"
"Czeslaw Rakus,482184649,H7,H,7,H"
"Ignacy Sanczyk,482137531,,,,"
"Adrian Drewuszewski,482169756,S43,S,43,S"
"Grzegorz Solich,482176579,U82,U,82,U"
"Emil Mazanka,482160730,H28,H,28,H"
"Marcin Alchimowicz,482176997,,,,"
"Bogdan Lygas,482152650,H8,H,8,H"
"Marek Cichaczewski,482172419,,,,"
"Pawel Chorazak,482176766,P1,P,1,P"
"Kamil Langowski,482172882,,,,"
"Nikodem Zelech,482142210,U2,U,2,U"
"Mateusz Glowacz,482169953,,,,"
"Sergiusz Andrusiewicz,482175695,,,,"
"Jakub Nowatkowski,482183155,T18,T,18,T"
"Boleslaw Poterek,482172780,,,,"
"Patryk Klimonda,482181648,,,,"
"Wojciech Onitz,482137477,H1,H,1,H"
"Ryszard Nizinski,482192280,,,,"
"Orest Sadlo,482150783,Q81,Q,81,Q"
"Radogost Kinal,482193496,H80,H,80,H"
"Marcel Kiersztyn,482173936,,,,"
"Stanislaw Oczachowski,482171058,,,,"
"Mieczyslaw Wilgucki,482173958,,,,"
"Dominik Igielski,482155834,H6,H,6,H"
"Rudolf Flisiak,482177073,,,,"
"Wladyslaw Michalowski,482174410,,,,"
"Boleslaw Basara,482142255,,,,"
"Bogdan Szoda,482172499,,,,"
"Zdzislaw Bielak,482176839,,,,"
"Ariel Gawlik,482174340,P6,P,6,P"
"Arkadiusz Karczynski,482176081,H50,H,50,H"
"Tomasz Smolenski,482169626,Q43,Q,43,Q"
"Marian Szczypka,482192674,,,,"
"Remigiusz Olik,482172598,T0,T,0,T"
"Artur Mlynarek,482173560,,,,"
"Gustaw Rudny,482183750,,,,"
"Krzysztof Szpiech,482141961,U149,U,149,U"
"Roman Czepiel,482132130,,,,"
"Igor Pachucy,482178205,S6,S,6,S"
"Wieslaw Karwalajtys,482182050,,,,"
"Ireneusz Falinski,482192690,H23,H,23,H"
"Andrzej Gwizdz,482153442,,,,"
"Stanislaw Garbela,482170563,Q8,Q,8,Q"
"Cezary Kleczka,482178535,H55,H,55,H"
"Tomasz Mikrut,482175964,T67,T,67,T"
"Lech Kida,482143571,,,,"
"Jerzy Popowski,482171926,H1,H,1,H"
"Bartlomiej Niewadzi,482174730,,,,"
"Franciszek Cichos,482191091,U57,U,57,U"
"Fryderyk Geba,482172067,Q60,Q,60,Q"
"Janusz Wieczorek,482165298,H15,H,15,H"
"Tomasz Cimala,482177836,,,,"
"Bogdan Topyla,482155667,Q22,Q,22,Q"
"Feliks Czeszyk,482167845,T74,T,74,T"
"Zdzislaw Zarach,482144359,,,,"
"Szymon Jasiulewicz,482173747,H127,H,127,H"
"Wiktor Brendel,482175765,,,,"
"Pawel Gradowski,482165105,,,,"
"Wlodzimierz Kuszaj,482146777,,,,"
"Julian Komoder,482179117,T2,T,2,T"
"Zenon Dubielecki,482179866,,,,"
"Jerzy Lydzinski,482136555,,,,"
"Marian Synos,482186946,U-1,U,-1,U"
"Marek Tylniak,482169305,U109,U,109,U"
"Ignacy Czuczwara,482137934,,,,"
"Janusz Feliga,482163987,P36,P,36,P"
"Przemyslaw Klisz,482166911,,,,"
"Michal Cala,482176123,H3,H,3,H"
"Maciej Grymuza,482136313,P50,P,50,P"
"Henryk Walat,482165180,Q11,Q,11,Q"
"Patryk Bork,482178705,U15,U,15,U"
"Wiktor Salkiewicz,482170284,,,,"
"Henryk Gerc,482148503,,,,"
"Henryk Koryczan,482172323,Q14,Q,14,Q"
"Hieronim Kurylek,482173348,H-1,H,-1,H"
"Witold Kubiec,482137124,P64,P,64,P"
"Antoni Sabaj,482157666,U129,U,129,U"
"Siemowit Podsiadly,482143640,U113,U,113,U"
"Krystian Zydziak,482179595,,,,"
"Julian Poniewozik,482138406,,,,"
"Henryk Kapelak,482154209,,,,"
"Maurycy Kmita,482157990,T10,T,10,T"
"Leon Gawel,482185264,P10,P,10,P"
"Waldemar Szczukiewicz,482179118,,,,"
"Michal Cala,482176123,H3,H,3,H"
"Wiktor Salkiewicz,482170284,,,,"
"Henryk Kapelak,482154209,,,,"
"Leon Gawel,482185264,P10,P,10,P"
"Mieczyslaw Selerski,482138147,,,,"
"Krystian Arczewski,482175524,,,,"
"Brunon Przyszlak,482182364,U97,U,97,U"
"Cezary Zagorna,482172812,Q-1,Q,-1,Q"
"Ambrozy Dziminski,482162716,,,,"
"Ryszard Grodkowski,482172599,,,,"
"Piotr Jaskier,482142171,,,,"
"Wlodzimierz Knast,482156973,,,,"
"Dobromysl Cylinski,482139411,,,,"
"Piotr Laga,482175084,,,,"
"Adrian Krolikowski,482170192,,,,"
"Andrii Buletsa,482174906,Q16,Q,16,Q"
"Jaroslaw Kocieniewski,482188568,P39,P,39,P"
"Adrian Krystians,482137142,,,,"
"Edward Waluga,482165990,T3,T,3,T"
"Eduard Storoniak,482174339,,,,"
"Tomasz Jambor,482172705,,,,"
"Rudolf Srebrakowski,482156911,T15,T,15,T"
"Ryszard Bartosiewicz,482178706,,,,"
"Sebastian Uljasz,482173912,P100,P,100,P"
"Andrzej Kolanczyk,482146685,P18,P,18,P"
"Jedrzej Kuminski,482158142,Q55,Q,55,Q"
"Hieronim Napieralski,482141093,U-1,U,-1,U"
"Beniamin Leder,482175011,,,,"
"Piotr Wolan,482174289,,,,"
"Zenon Ostalski,482183805,H6,H,6,H"
"Stanislaw Szuba-Jablonski,482175949,,,,"
"Marek Michalczak,482165419,T1,T,1,T"
"Konrad Benda,482178092,Q25,Q,25,Q"
"Alfred Stochla,482168519,,,,"
"Adam Bogut,482189327,Q6,Q,6,Q"
"Krzysztof Terlecki,482160335,,,,"
"Jan Luberadzki,482158069,,,,"
"Rafal Saja,482193977,P7,P,7,P"
"Gwalbert Sieniawski,482175250,P101,P,101,P"
"Daniel Jankowiak,482181838,,,,"
"Ariel Gozlinski,482135999,U66,U,66,U"
"Leslaw Szymanski,482173299,,,,"
"Wilhelm Adwent,482172488,,,,"
"Krzysztof Zarek,482170915,,,,"
"Fabrycjusz Stephan,482180226,H42,H,42,H"
"Wlodzimierz Dziama,482177453,,,,"
"Dariusz Skalinski,482136882,,,,"
"Kuba Dworak,482168869,,,,"
"Rafal Maloziec,482185609,,,,"
"Jedrzej Lamch,482169620,T1,T,1,T"
"Sergiusz Dzido,482178613,,,,"
"Inokentii Melnyk,482178720,P-1,P,-1,P"
"Wlodzimierz Siemak,482177820,U29,U,29,U"
"Feliks Kuchno,482191292,,,,"
"Zbyszko Scheffler,482138437,U69,U,69,U"
"Patrycy Maroszek,482184645,H36,H,36,H"
"Ron-Robert Brunbauer,482191874,P1,P,1,P"
"Ernest Staniak,482169633,,,,"
"Klaudiusz Gotowiec,482180107,,,,"
"Wilhelm Ciszynski,482172810,S1,S,1,S"
"Miroslaw Piwowar,482136958,,,,"
"Marian Bzdek,482137145,,,,"
"Philipp Stout-Fruhwirth,482167905,H4,H,4,H"
"Jerzy Krym,482171674,,,,"
"Wladyslaw Wieszolek,482173066,,,,"
"Czeslaw Bielesz,482174879,,,,"
"Ekkehart Glindemann,482132477,,,,"
"Boleslaw Ciezki,482169710,Q4,Q,4,Q"
"Jozef Jarzembski,482137601,H0,H,0,H"
"Wlodek Nieslona,482143486,,,,"
"Mateusz Pielech,482181117,T18,T,18,T"
"Kjell Barckhan,482191307,,,,"
"Marcin Rytkowski,482177565,Q49,Q,49,Q"
"Antoni Belkowski,482172547,P10,P,10,P"
"Krzysztof Bzyczak,482183136,,,,"
"Czarek Fabiszewski,482179292,,,,"
"Dariusz Krzyzak,482156697,,,,"
"Marian Cichorski,482130232,P102,P,102,P"
"Dawid Srutwa,482133766,,,,"
"Hieronim Labedz,482183279,,,,"
"Wladyslaw Szumny,482161078,U64,U,64,U"
"Karol Wrzeciono,482172829,U8,U,8,U"
"Jaroslaw Jedrzejek,482137047,,,,"
"Lukasz Dykowski,482173209,,,,"
"Ryszard Pyzik,482193043,,,,"
"Dominik Markowski,482153265,P17,P,17,P"
"Roman Matlak,482180421,T18,T,18,T"
"Dobroslaw Motyka,482185149,P8,P,8,P"
"Franciszek Syrylak,482176994,,,,"
"Szymek Malina,482177520,T32,T,32,T"
"Wojciech Bartholdschuetz,482175350,U4,U,4,U"
"Franciszek Leminski,482194091,,,,"
"Mariusz Ziabski,482171036,Q54,Q,54,Q"
"Leslaw Surga,482170173,T25,T,25,T"
"Radoslaw Ambroziak,482180888,Q113,Q,113,Q"
"Maciej Perek,482182649,U2,U,2,U"
"Ernest Pieczonka,482173303,H39,H,39,H"
"Jerzy Krucinski,482141326,,,,"
"Gabriel Tensiorowski,482178328,H39,H,39,H"
"Przemyslaw Kuper,482137182,H6,H,6,H"
"Milosz Just,482132220,,,,"
"Mieczyslaw Garbarczyk,482143997,T29,T,29,T"
"Henryk Dogiel,482176769,,,,"
"Cezary Trusiewicz,482175609,P0,P,0,P"
"Sylweriusz Wrazen,482186958,Q15,Q,15,Q"
"Vincent Hamann,482162462,U62,U,62,U"
"Adrian Kasjaniuk,482192539,,,,"
"Janusz Jaksender,482181162,Q1,Q,1,Q"
"Leszek Burdelak,482173428,U106,U,106,U"
"Edgar Jurgala,482130340,,,,"
"Wlodzimierz Polis,482180438,,,,"
"Rafal Jadwiszczak,482176003,P28,P,28,P"
"Rafal Kubicki,482184657,,,,"
"Ireneusz Kielbowicz,482177266,,,,"
"Maciej Makowiec,482143214,U14,U,14,U"
"Marian Krenz,482174992,T5,T,5,T"
"Lukasz Strzemecki,482177781,,,,"
"Jan Bucko,482179386,U0,U,0,U"
"Joachim Korbiel,482137072,,,,"
"Marcin Przychodzki,482192691,,,,"
"Marcin Ilnicki,482132066,,,,"
"Gustaw Krygier,482190773,,,,"
"Witold Zawadzak,482182562,,,,"
"Konrad Kryskiewicz,482133311,Q98,Q,98,Q"
"Maksymilian Pochylski,482134591,,,,"
"Ferdynand Deregowski,482175948,T-1,T,-1,T"
"Bartosz Hanas,482130430,,,,"
"Filip Birkowski,482179083,Q1,Q,1,Q"
"Rafal Zelezniak,482145904,U36,U,36,U"
"Joachim Ciucias,482187970,R1,R,1,R"
"Lucjan Pasieczny,482162658,,,,"
"Piotr Gorkiewicz,482172531,U15,U,15,U"
"Sebastian Kieca,482151258,,,,"
"Ryszard Murawski,482168987,,,,"
"Ferdynand Ignatowski,482131096,,,,"
"Andrzej Soltyk,482176293,,,,"
"Pawel Sanojca,482171863,,,,"
"Fryderyk Gos,482180887,,,,"
"Maciej Kubicz,482169084,,,,"
"Marceli Frontczak,482185499,,,,"
"Emil Misztal,482172238,P4,P,4,P"
"Jakub Szczot,482176632,,,,"
"Piotr Plizga,482194303,Q115,Q,115,Q"
"Slawomir Zjawin,482191102,,,,"
"Kamil Baclawski,482172782,P98,P,98,P"
"Maciej Biniszewski,482168901,P3,P,3,P"
"Justyn Drawski,482179754,H4,H,4,H"
"Henryk Niekurzak,482191430,T8,T,8,T"
"Robert Sulski,482158604,Q-1,Q,-1,Q"
"Kajetan Kuczera,482166212,Q1,Q,1,Q"
"Lech Lessner,482173962,,,,"
"Czeslaw Pietek,482144115,,,,"
"Leslaw Paczesna,482194007,U-1,U,-1,U"
"Sebastian Gozdalik,482172673,,,,"
"Adrian Zamolski,482174673,,,,"
"Amadeusz Cychowski,482180129,,,,"
"Ferdynand Wszolek,482176225,,,,"
"Robert Balcerzyk,482185912,Q-1,Q,-1,Q"
"Wladyslaw Kepski,482176375,Q68,Q,68,Q"
"Jan Kramm,482174441,Q-1,Q,-1,Q"
"Andrzej Bartnik,482167229,,,,"
"Hansi Ihle,482176004,,,,"
"Konstanty Cichacki,482145871,P4,P,4,P"
"Ihor Nagorniak,482147832,,,,"
"Boleslaw Kita,482166544,,,,"
